Score,Text
5,This is quite the buy compared to other hot chocolates. The kids love it quick and easy.I will order this hot chocolate again.
5,Kids loved it. Great product at a great price.  My little one can make her own hot cocoa without my assistance.
3,"Even on the small cup setting of the elite, these are a little weak for me.  Make sure you shake the cups before putting them in your machine or they will be way too weak.  I also run a cup of hot water thru the maker before using these so there is no coffe taste to them."
5,"The hot chocolate is my husband's favorite.  Service was also great, as it usually is.  Very popular now with winter coming on."
5,I like the rich dark smooth taste of the Grove Square cocoa. It is the best I have found in K-cups and I have been on auto delivery for at least a few months now. Delicious!
5,"Excellent coffee for people on a tight schedule. My Fiancee fell in love with my brother in law's and had to have one! Now, everyone that visits our house has to try a cup and keeps coming back for more. Also like the fact that there's a wide variety of coffee flavors to choose from."
4,The kids love the hot cocoa and I like the fact that I can get the stuff shipped to me when I need it without worry of order.
5,This was the best purchase that I could have made for my daughter. It was priced beautifully and my daughter can study without worrying about the price for her college books. Thanks so much!!
5,My family loves all three flavors. The dark chocolate is my favorite.  The price was unbeatable.  I will buy this product again.
2,"I found this too sweet. Am hoping there's an unsweetened version available. Not very chocolatey too, kinda like Swiss miss."
1,It has artificial sweetener which not only taste bad to me but also gives me a headache. This should say light or diet to let the buyer know this. I would have never bought it had I known. It seems like it would taste good otherwise.
5,It tastes good and is little sweet so my first thought was that it had a lot of sugar.  I looked on the box and was surprised that it did not have that much. (a plus for me)
5,This is the best Hot Cocoa product I have found for the Keurig K-cup Brewer. The others I have tried do not have the test or alot of the product remains in the cup.
5,"I brew the 8 oz cups, 10 and 12 makes it too thin. It's good at that point but adding some creamer, whipped cream, and or cinamin always improves it."
5,Husband and Grandaughter LOVE this cocoa... Make it for them all the time as I drink my coffee.. My husband is a very picky person but for some reason he really likes this one product and wants me to keep it in stock here at the house.. Loves it at night after dinner on cold evenings.
5,"These k-cups are awesome.  They taste no different (Personally, I think better) than those which are priced three times as much!  I highly recommend this product!"
5,"I have purchased other hot cocoa cups but find Grove Square to be about the best of them all.  I usually add two teaspoons of the the flavored coffeemate creamers, my favorite being the Sugar Free Caramel Macchiato.  By adding the sugar free creamer the taste is there but not the calories."
5,"The most chocolatey and smooth hot cocoa ever, Yum! It has the best price and taste for the Keurig K-Cup Brewer. Way better then at least 3 other peicer brands--we've tried different ones and this is the best and super super fast delivery. Thanks"
3,Makes pretty good cocoa and a lot easier than on the stovetop.  Not as sweet as I would prefer and needs to be stirred to keep it in suspension.  I guess I can add marshmallows:-)
4,"Arrived quick and on-time, and what a great value! Definitely pleased with my purchase, and will likely buy again =)"
5,"Great option for excellent taste, price, and convenience. A repeat customer on these! We order these now in the 36 pack instead of getting at the grocery store."
5,"Grove square Hot Cocoa is just the right amout of milk chocolate, not to much chocolate, just the right mixture. Delicious! I say a good cup of hot chocolate. Try Grove Square Hot Cocoa, Milk Chocolate K cups for Keurig Coffee Makers. Enjoy! I did."
5,this hot coca tastes pretty good when brewed on 8oz setting however its not the best I've ever tasted nor the worst. its hard to rate this because everyone has different tastes so its ether you like it or you don't. I my self happen to like it and will buy again unless I find something better.
5,This is a great buy.  I love this hot chocolate because it is very low in sugar and has a good taste.  It isn't messy like regular hot chocolate as it is all dissolved before it hits the cup.  Would buy again.
5,"Yum!  All the convenience you expect with a K-Cup with all the flavor of real hot chocolate.  The kids love it, and so will you!"
5,I really like the flavor of this hot chocolate.  The kids love the flavor too.  I always keep a box of this in the house as my kids and their friends are avid coco drinkers.  This makes it easier and less messy even for the younger ones.  No more powder spilled on the counter tops this way!
5,This is one of my wife's favorite. Grove Square has another great product to share with Kcup users.  Now we need some specials  to bring the price per unit down.
5,My husband and I both love this hot chocolate. We are on the auto shipment for every other month and we are going to have to change it to every month!
